run_day,Leaf mass: g 0,Leaf mass: g 50,Leaf mass: g 100,Leaf mass: g 150,Leaf mass: g 200
366,1.565600,2.140000,0.932100,3.858800,2.259400
367,1.565600,2.140000,0.932100,3.858800,2.259400
368,1.565600,2.140000,0.932100,3.858800,2.259400
369,1.565600,2.140000,0.932100,3.858800,2.259400
370,1.565600,2.140000,0.932100,3.858800,2.259400
371,1.565600,2.140000,0.932100,3.858800,2.259400
372,1.565600,2.140000,0.932100,3.858800,2.259400
373,1.565600,2.140000,0.932100,3.858800,2.259400
374,1.565600,2.140000,0.932100,3.858800,2.259400
375,1.565600,2.140000,0.932100,3.858800,2.259400
376,1.565600,2.140000,0.932100,3.858800,2.259400
377,1.565600,2.140000,0.932100,3.858800,2.259400
378,1.565600,2.140000,0.932100,3.858800,2.259400
379,1.565600,2.140000,0.932100,3.858800,2.259400
380,1.565600,2.140000,0.932100,3.858800,2.259400
381,1.565600,2.140000,0.932100,3.858800,2.259400
382,1.565600,2.140000,0.932100,3.858800,2.259400
383,1.565600,2.140000,0.932100,3.858800,2.259400
384,1.565600,2.140000,0.932100,3.858800,2.259400
385,1.565600,2.140000,0.932100,3.858800,2.259400
386,1.565600,2.140000,0.932100,3.858800,2.259400
387,1.565600,2.140000,0.932100,3.858800,2.259400
388,1.565600,2.140000,0.932100,3.858800,2.259400
389,1.565600,2.140000,0.932100,3.858800,2.259400
390,1.565600,2.140000,0.932100,3.858800,2.259400
391,1.565600,2.140000,0.932100,3.858800,2.259400
392,1.565600,2.140000,0.932100,3.858800,2.259400
393,1.565600,2.140000,0.932100,3.858800,2.259400
394,1.565600,2.140000,0.932100,3.858800,2.259400
395,1.565600,2.140000,0.932100,3.858800,2.259400
396,1.565600,2.140000,0.932100,3.858800,2.259400
397,1.565600,2.140000,0.932100,3.858800,2.259400
398,1.565600,2.140000,0.932100,3.858800,2.259400
399,1.565600,2.140000,0.932100,3.858800,2.259400
400,1.565600,2.140000,0.932100,3.858800,2.259400
401,1.565600,2.140000,0.932100,3.858800,2.259400
402,1.565600,2.140000,0.932100,3.858800,2.259400
403,1.565600,2.140000,0.932100,3.858800,2.259400
404,1.565600,2.140000,0.932100,3.858800,2.259400
405,1.565600,2.140000,0.932100,3.858800,2.259400
406,1.565600,2.140000,0.932100,3.858800,2.259400
407,1.565600,2.140000,0.932100,3.858800,2.259400
408,1.565600,2.140000,0.932100,3.858800,2.259400
409,1.565600,2.140000,0.932100,3.858800,2.259400
410,1.565600,2.140000,0.932100,3.858800,2.259400
411,1.565600,2.140000,0.932100,3.858800,2.259400
412,1.565600,2.140000,0.932100,3.858800,2.259400
413,1.565600,2.140000,0.932100,3.858800,2.259400
414,1.565600,2.140000,0.932100,3.858800,2.259400
415,1.565600,2.140000,0.932100,3.858800,2.259400
416,1.565600,2.140000,0.932100,3.858800,2.259400
417,1.565600,2.140000,0.932100,3.858800,2.259400
418,1.565600,2.140000,0.932100,3.858800,2.259400
419,1.565600,2.140000,0.932100,3.858800,2.259400
420,1.565600,2.140000,0.932100,3.858800,2.259400
421,1.565600,2.140000,0.932100,3.858800,2.259400
422,1.565600,2.140000,0.932100,3.858800,2.259400
423,1.565600,2.140000,0.932100,3.858800,2.259400
424,1.565600,2.140000,0.932100,3.858800,2.259400
425,1.565600,2.140000,0.932100,3.858800,2.259400
426,1.565600,2.140000,0.932100,3.858800,2.259400
427,1.565600,2.140000,0.932100,3.858800,2.259400
428,1.565600,2.140000,0.932100,3.858800,2.259400
429,1.565600,2.140000,0.932100,3.858800,2.259400
430,1.565600,2.140000,0.932100,3.858800,2.259400
431,1.565600,2.140000,0.932100,3.858800,2.259400
432,1.565600,2.140000,0.932100,3.858800,2.259400
433,1.565600,2.140000,0.932100,3.858800,2.259400
434,1.565600,2.140000,0.932100,3.858800,2.259400
435,1.565600,2.140000,0.932100,3.858800,2.259400
436,1.565600,2.140000,0.932100,3.858800,2.259400
437,1.565600,2.140000,0.932100,3.858800,2.259400
438,1.565600,2.140000,0.932100,3.858800,2.259400
439,1.565600,2.140000,0.932100,3.858800,2.259400
440,1.565600,2.140000,0.932100,3.858800,2.259400
441,1.565600,2.140000,0.932100,3.858800,2.259400
442,1.565600,2.140000,0.932100,3.858800,2.259400
443,1.565600,2.140000,0.932100,3.858800,2.259400
444,1.565600,2.140000,0.932100,3.858800,2.259400
445,1.565600,2.140000,0.932100,3.858800,2.259400
446,1.565600,2.140000,0.932100,3.858800,2.259400
447,1.565600,2.140000,0.932100,3.858800,2.259400
448,1.565600,2.140000,0.932100,3.858800,2.259400
449,1.565600,2.140000,0.932100,3.858800,2.259400
450,1.565600,2.140000,0.932100,3.858800,2.259400
451,1.565600,2.140000,0.932100,3.858800,2.259400
452,1.565600,2.140000,0.932100,3.858800,2.259400
453,1.565600,2.140000,0.932100,3.858800,2.259400
454,1.565600,2.140000,0.932100,3.858800,2.259400
455,1.565600,2.140000,0.932100,3.858800,2.259400
456,1.565600,2.140000,0.932100,3.858800,2.259400
457,1.565600,2.140000,0.932100,3.858800,2.259400
458,1.565600,2.140000,0.932100,3.858800,2.259400
459,1.565600,2.140000,0.932100,3.858800,2.259400
460,1.565600,2.140000,0.932100,3.858800,2.259400
461,1.565600,2.140000,0.932100,3.858800,2.259400
462,1.565600,2.140000,0.932100,3.858800,2.259400
463,1.565600,2.140000,0.932100,3.858800,2.259400
464,1.565600,2.140000,0.932100,3.858800,2.259400
465,1.565600,2.140000,0.932100,3.858800,2.259400
466,1.565600,2.140000,0.932100,3.858800,2.259400
467,1.565600,2.140000,0.932100,3.858800,2.259400
468,1.565600,2.140000,0.932100,3.858800,2.259400
469,1.565600,2.140000,0.932100,3.858800,2.259400
470,1.565600,2.140000,0.932100,3.858800,2.259400
471,1.565600,2.140000,0.932100,3.858800,2.259400
472,1.565600,2.140000,0.932100,3.858800,2.259400
473,1.560200,2.150800,0.994400,3.805600,2.368900
474,1.554800,2.161600,1.056800,3.752500,2.478400
475,1.549400,2.172400,1.119100,3.699400,2.587800
476,1.543900,2.183200,1.181500,3.646300,2.697300
477,1.538500,2.193900,1.243800,3.593100,2.806800
478,1.533100,2.204700,1.306200,3.540000,2.916300
479,1.527700,2.215500,1.368500,3.486900,3.025800
480,1.522300,2.226300,1.430900,3.433700,3.135300
481,1.516900,2.237100,1.493200,3.380600,3.244800
482,1.511500,2.247900,1.555600,3.327500,3.354300
483,1.506100,2.258700,1.617900,3.274300,3.463800
484,1.500700,2.269500,1.680300,3.221200,3.573300
485,1.495300,2.280300,1.742600,3.168100,3.682700
486,1.489800,2.291100,1.805000,3.114900,3.792200
487,1.484400,2.301800,1.867300,3.061800,3.901700
488,1.479000,2.312600,1.929700,3.008700,4.011200
489,1.473600,2.323400,1.992000,2.955500,4.120700
490,1.468200,2.334200,2.054400,2.902400,4.230200
491,1.462800,2.345000,2.116700,2.849300,4.339700
492,1.457400,2.355800,2.179100,2.796200,4.449200
493,1.452000,2.366600,2.241400,2.743000,4.558700
494,1.446600,2.377400,2.303800,2.689900,4.668200
495,1.441200,2.388200,2.366100,2.636800,4.777600
496,1.435700,2.398900,2.428500,2.583600,4.887100
497,1.430300,2.409700,2.490800,2.530500,4.996600
498,1.424900,2.420500,2.553200,2.477400,5.106100
499,1.419500,2.431300,2.615500,2.424200,5.215600
500,1.414100,2.442100,2.677900,2.371100,5.325100
501,1.408700,2.452900,2.740200,2.318000,5.434600
502,1.403300,2.463700,2.802600,2.264800,5.544100
503,1.397900,2.474500,2.864900,2.211700,5.653600
504,1.392500,2.485300,2.927300,2.158600,5.763100
505,1.387100,2.496100,2.989600,2.105400,5.872600
506,1.381600,2.506800,3.052000,2.052300,5.982000
507,1.376200,2.517600,3.114300,1.999200,6.091500
508,1.370800,2.528400,3.176700,1.946100,6.201000
509,1.365400,2.539200,3.239000,1.892900,6.310500
510,1.360000,2.550000,3.301400,1.839800,6.420000
511,1.448400,2.641100,3.411000,2.071200,6.511500
512,1.536800,2.732100,3.520500,2.302600,6.603100
513,1.625300,2.823200,3.630100,2.533900,6.694600
514,1.713700,2.914200,3.739700,2.765300,6.786100
515,1.802100,3.005300,3.849300,2.996700,6.877700
516,1.890500,3.096300,3.958900,3.228100,6.969200
517,1.978900,3.187400,4.068400,3.459400,7.060700
518,2.067400,3.278400,4.178000,3.690800,7.152300
519,2.155800,3.369500,4.287600,3.922200,7.243800
520,2.244200,3.460500,4.397200,4.153600,7.335300
521,2.332600,3.551600,4.506800,4.385000,7.426900
522,2.421100,3.642600,4.616400,4.616300,7.518400
523,2.509500,3.733700,4.725900,4.847700,7.610000
524,2.597900,3.824700,4.835500,5.079100,7.701500
525,2.686300,3.915800,4.945100,5.310500,7.793000
526,2.774700,4.006800,5.054700,5.541900,7.884600
527,2.863200,4.097900,5.164300,5.773200,7.976100
528,2.951600,4.188900,5.273800,6.004600,8.067600
529,3.040000,4.280000,5.383400,6.236000,8.159200
530,2.920900,4.171800,5.212700,6.056400,7.903000
531,2.801800,4.063600,5.042000,5.876800,7.646800
532,2.682700,3.955500,4.871300,5.697100,7.390700
533,2.563600,3.847300,4.700600,5.517500,7.134500
534,2.444500,3.739100,4.529900,5.337900,6.878400
535,2.325500,3.630900,4.359200,5.158300,6.622200
536,2.206400,3.522700,4.188500,4.978700,6.366100
537,2.087300,3.414500,4.017700,4.799000,6.109900
538,1.968200,3.306400,3.847000,4.619400,5.853700
539,1.849100,3.198200,3.676300,4.439800,5.597600
540,1.730000,3.090000,3.505600,4.260200,5.341400
541,1.610900,2.981800,3.334900,4.080600,5.085300
542,1.491800,2.873600,3.164200,3.900900,4.829100
543,1.372700,2.765500,2.993500,3.721300,4.573000
544,1.253600,2.657300,2.822800,3.541700,4.316800
545,1.134500,2.549100,2.652100,3.362100,4.060600
546,1.015500,2.440900,2.481400,3.182500,3.804500
547,0.896400,2.332700,2.310700,3.002800,3.548300
548,0.777300,2.224500,2.139900,2.823200,3.292200
549,0.658200,2.116400,1.969200,2.643600,3.036000
550,0.539100,2.008200,1.798500,2.464000,2.779900
551,0.420000,1.900000,1.627800,2.284400,2.523700
552,0.420000,1.900000,1.627800,2.284400,2.523700
553,0.420000,1.900000,1.627800,2.284400,2.523700
554,0.420000,1.900000,1.627800,2.284400,2.523700
555,0.420000,1.900000,1.627800,2.284400,2.523700
556,0.420000,1.900000,1.627800,2.284400,2.523700
557,0.420000,1.900000,1.627800,2.284400,2.523700
558,0.420000,1.900000,1.627800,2.284400,2.523700
559,0.420000,1.900000,1.627800,2.284400,2.523700
560,0.420000,1.900000,1.627800,2.284400,2.523700
561,0.420000,1.900000,1.627800,2.284400,2.523700
562,0.420000,1.900000,1.627800,2.284400,2.523700
563,0.420000,1.900000,1.627800,2.284400,2.523700
564,0.420000,1.900000,1.627800,2.284400,2.523700
565,0.420000,1.900000,1.627800,2.284400,2.523700
566,0.420000,1.900000,1.627800,2.284400,2.523700
567,0.420000,1.900000,1.627800,2.284400,2.523700
568,0.420000,1.900000,1.627800,2.284400,2.523700
569,0.420000,1.900000,1.627800,2.284400,2.523700
570,0.420000,1.900000,1.627800,2.284400,2.523700
571,0.420000,1.900000,1.627800,2.284400,2.523700
572,0.420000,1.900000,1.627800,2.284400,2.523700
573,0.420000,1.900000,1.627800,2.284400,2.523700
574,0.420000,1.900000,1.627800,2.284400,2.523700
575,0.420000,1.900000,1.627800,2.284400,2.523700
576,0.420000,1.900000,1.627800,2.284400,2.523700
577,0.420000,1.900000,1.627800,2.284400,2.523700
578,0.420000,1.900000,1.627800,2.284400,2.523700
579,0.420000,1.900000,1.627800,2.284400,2.523700
580,0.420000,1.900000,1.627800,2.284400,2.523700
581,0.420000,1.900000,1.627800,2.284400,2.523700
582,0.420000,1.900000,1.627800,2.284400,2.523700
583,0.420000,1.900000,1.627800,2.284400,2.523700
584,0.420000,1.900000,1.627800,2.284400,2.523700
585,0.420000,1.900000,1.627800,2.284400,2.523700
586,0.420000,1.900000,1.627800,2.284400,2.523700
587,0.420000,1.900000,1.627800,2.284400,2.523700
588,0.420000,1.900000,1.627800,2.284400,2.523700
589,0.420000,1.900000,1.627800,2.284400,2.523700
590,0.420000,1.900000,1.627800,2.284400,2.523700
591,0.420000,1.900000,1.627800,2.284400,2.523700
592,0.420000,1.900000,1.627800,2.284400,2.523700
593,0.420000,1.900000,1.627800,2.284400,2.523700
594,0.420000,1.900000,1.627800,2.284400,2.523700
595,0.420000,1.900000,1.627800,2.284400,2.523700
596,0.420000,1.900000,1.627800,2.284400,2.523700
597,0.420000,1.900000,1.627800,2.284400,2.523700
598,0.420000,1.900000,1.627800,2.284400,2.523700
599,0.420000,1.900000,1.627800,2.284400,2.523700
600,0.420000,1.900000,1.627800,2.284400,2.523700
601,0.420000,1.900000,1.627800,2.284400,2.523700
602,0.420000,1.900000,1.627800,2.284400,2.523700
603,0.420000,1.900000,1.627800,2.284400,2.523700
604,0.420000,1.900000,1.627800,2.284400,2.523700
605,0.420000,1.900000,1.627800,2.284400,2.523700
606,0.420000,1.900000,1.627800,2.284400,2.523700
607,0.420000,1.900000,1.627800,2.284400,2.523700
608,0.420000,1.900000,1.627800,2.284400,2.523700
609,0.420000,1.900000,1.627800,2.284400,2.523700
610,0.420000,1.900000,1.627800,2.284400,2.523700
611,0.420000,1.900000,1.627800,2.284400,2.523700
612,0.420000,1.900000,1.627800,2.284400,2.523700
613,0.420000,1.900000,1.627800,2.284400,2.523700
614,0.420000,1.900000,1.627800,2.284400,2.523700
615,0.420000,1.900000,1.627800,2.284400,2.523700
616,0.420000,1.900000,1.627800,2.284400,2.523700
617,0.420000,1.900000,1.627800,2.284400,2.523700
618,0.420000,1.900000,1.627800,2.284400,2.523700
619,0.420000,1.900000,1.627800,2.284400,2.523700
620,0.420000,1.900000,1.627800,2.284400,2.523700
621,0.420000,1.900000,1.627800,2.284400,2.523700
622,0.420000,1.900000,1.627800,2.284400,2.523700
623,0.420000,1.900000,1.627800,2.284400,2.523700
624,0.420000,1.900000,1.627800,2.284400,2.523700
625,0.420000,1.900000,1.627800,2.284400,2.523700
626,0.420000,1.900000,1.627800,2.284400,2.523700
627,0.420000,1.900000,1.627800,2.284400,2.523700
628,0.420000,1.900000,1.627800,2.284400,2.523700
629,0.420000,1.900000,1.627800,2.284400,2.523700
630,0.420000,1.900000,1.627800,2.284400,2.523700
631,0.420000,1.900000,1.627800,2.284400,2.523700
632,0.420000,1.900000,1.627800,2.284400,2.523700
633,0.420000,1.900000,1.627800,2.284400,2.523700
634,0.420000,1.900000,1.627800,2.284400,2.523700
635,0.420000,1.900000,1.627800,2.284400,2.523700
636,0.420000,1.900000,1.627800,2.284400,2.523700
637,0.420000,1.900000,1.627800,2.284400,2.523700
638,0.420000,1.900000,1.627800,2.284400,2.523700
639,0.420000,1.900000,1.627800,2.284400,2.523700
640,0.420000,1.900000,1.627800,2.284400,2.523700
641,0.420000,1.900000,1.627800,2.284400,2.523700
642,0.420000,1.900000,1.627800,2.284400,2.523700
643,0.420000,1.900000,1.627800,2.284400,2.523700
644,0.420000,1.900000,1.627800,2.284400,2.523700
645,0.420000,1.900000,1.627800,2.284400,2.523700
646,0.420000,1.900000,1.627800,2.284400,2.523700
647,0.420000,1.900000,1.627800,2.284400,2.523700
648,0.420000,1.900000,1.627800,2.284400,2.523700
649,0.420000,1.900000,1.627800,2.284400,2.523700
650,0.420000,1.900000,1.627800,2.284400,2.523700
651,0.420000,1.900000,1.627800,2.284400,2.523700
652,0.420000,1.900000,1.627800,2.284400,2.523700
653,0.420000,1.900000,1.627800,2.284400,2.523700
654,0.420000,1.900000,1.627800,2.284400,2.523700
655,0.420000,1.900000,1.627800,2.284400,2.523700
656,0.420000,1.900000,1.627800,2.284400,2.523700
657,0.420000,1.900000,1.627800,2.284400,2.523700
658,0.420000,1.900000,1.627800,2.284400,2.523700
659,0.420000,1.900000,1.627800,2.284400,2.523700
660,0.420000,1.900000,1.627800,2.284400,2.523700
661,0.420000,1.900000,1.627800,2.284400,2.523700
662,0.420000,1.900000,1.627800,2.284400,2.523700
663,0.420000,1.900000,1.627800,2.284400,2.523700
664,0.420000,1.900000,1.627800,2.284400,2.523700
665,0.420000,1.900000,1.627800,2.284400,2.523700
666,0.420000,1.900000,1.627800,2.284400,2.523700
667,0.420000,1.900000,1.627800,2.284400,2.523700
668,0.420000,1.900000,1.627800,2.284400,2.523700
669,0.420000,1.900000,1.627800,2.284400,2.523700
670,0.420000,1.900000,1.627800,2.284400,2.523700
671,0.420000,1.900000,1.627800,2.284400,2.523700
672,0.420000,1.900000,1.627800,2.284400,2.523700
673,0.420000,1.900000,1.627800,2.284400,2.523700
674,0.420000,1.900000,1.627800,2.284400,2.523700
675,0.420000,1.900000,1.627800,2.284400,2.523700
676,0.420000,1.900000,1.627800,2.284400,2.523700
677,0.420000,1.900000,1.627800,2.284400,2.523700
678,0.420000,1.900000,1.627800,2.284400,2.523700
679,0.420000,1.900000,1.627800,2.284400,2.523700
680,0.420000,1.900000,1.627800,2.284400,2.523700
681,0.420000,1.900000,1.627800,2.284400,2.523700
682,0.420000,1.900000,1.627800,2.284400,2.523700
683,0.420000,1.900000,1.627800,2.284400,2.523700
684,0.420000,1.900000,1.627800,2.284400,2.523700
685,0.420000,1.900000,1.627800,2.284400,2.523700
686,0.420000,1.900000,1.627800,2.284400,2.523700
687,0.420000,1.900000,1.627800,2.284400,2.523700
688,0.420000,1.900000,1.627800,2.284400,2.523700
689,0.420000,1.900000,1.627800,2.284400,2.523700
690,0.420000,1.900000,1.627800,2.284400,2.523700
691,0.420000,1.900000,1.627800,2.284400,2.523700
692,0.420000,1.900000,1.627800,2.284400,2.523700
693,0.420000,1.900000,1.627800,2.284400,2.523700
694,0.420000,1.900000,1.627800,2.284400,2.523700
695,0.420000,1.900000,1.627800,2.284400,2.523700
696,0.420000,1.900000,1.627800,2.284400,2.523700
697,0.420000,1.900000,1.627800,2.284400,2.523700
698,0.420000,1.900000,1.627800,2.284400,2.523700
699,0.420000,1.900000,1.627800,2.284400,2.523700
700,0.420000,1.900000,1.627800,2.284400,2.523700
701,0.420000,1.900000,1.627800,2.284400,2.523700
702,0.420000,1.900000,1.627800,2.284400,2.523700
703,0.420000,1.900000,1.627800,2.284400,2.523700
704,0.420000,1.900000,1.627800,2.284400,2.523700
705,0.420000,1.900000,1.627800,2.284400,2.523700
706,0.420000,1.900000,1.627800,2.284400,2.523700
707,0.420000,1.900000,1.627800,2.284400,2.523700
708,0.420000,1.900000,1.627800,2.284400,2.523700
709,0.420000,1.900000,1.627800,2.284400,2.523700
710,0.420000,1.900000,1.627800,2.284400,2.523700
711,0.420000,1.900000,1.627800,2.284400,2.523700
712,0.420000,1.900000,1.627800,2.284400,2.523700
713,0.420000,1.900000,1.627800,2.284400,2.523700
714,0.420000,1.900000,1.627800,2.284400,2.523700
715,0.420000,1.900000,1.627800,2.284400,2.523700
716,0.420000,1.900000,1.627800,2.284400,2.523700
717,0.420000,1.900000,1.627800,2.284400,2.523700
718,0.420000,1.900000,1.627800,2.284400,2.523700
719,0.420000,1.900000,1.627800,2.284400,2.523700
720,0.420000,1.900000,1.627800,2.284400,2.523700
721,0.420000,1.900000,1.627800,2.284400,2.523700
722,0.420000,1.900000,1.627800,2.284400,2.523700
723,0.420000,1.900000,1.627800,2.284400,2.523700
724,0.420000,1.900000,1.627800,2.284400,2.523700
725,0.420000,1.900000,1.627800,2.284400,2.523700
726,0.420000,1.900000,1.627800,2.284400,2.523700
727,0.420000,1.900000,1.627800,2.284400,2.523700
728,0.420000,1.900000,1.627800,2.284400,2.523700
729,0.420000,1.900000,1.627800,2.284400,2.523700
730,0.420000,1.900000,1.627800,2.284400,2.523700
