   gpp_acm,
          9.2490,
          6.5358,
          0.8927,
          2.1057,
          5.7253,
          1.0739,
          1.9908,
          1.6700,
          3.4378,
          3.5415,
          5.8591,
          2.1858,
          4.4451,
          5.8034,
          1.7814,
          2.8462,
          4.3478,
          1.3378,
          2.0679,
          1.5290,
          4.7110,
          1.2296,
          8.8716,
          1.1568,
         10.1457,
         13.6596,
          7.9802,
          1.9204,
         11.2936,
          7.7554,
          1.1340,
          8.8564,
          1.2322,
         14.6786,
          7.7445,
          4.9317,
         12.2366,
          7.0265,
          1.3462,
          3.0572,
          6.1553,
          1.4158,
          2.1393,
          2.6470,
         33.1273,
         14.5636,
          9.8334,
         17.0423,
          5.2236,
         21.9466,
         21.4669,
          9.6717,
         45.4014,
          3.4494,
         67.3581,
         13.5076,
          7.4843,
         17.2869,
        129.7538,
         19.7697,
         36.6663,
          8.2277,
         10.5881,
         35.7009,
         17.7576,
        109.2056,
         30.0586,
         93.2061,
          9.5714,
         11.1333,
        172.5976,
         25.6311,
         53.7907,
         29.5311,
         16.2195,
         18.3695,
         10.4821,
         56.8486,
         90.3986,
         51.2395,
          7.3942,
         21.7507,
       -267.3664,
          0.0000,
         -2.0464,
         -3.2357,
         -5.3046,
         -5.4574,
         -7.0757,
         -3.7165,
         -4.6596,
         -3.9259,
         -4.3084,
         -3.6833,
         -3.8372,
         -3.7089,
         -4.0179,
         -2.8303,
         -2.9058,
         -2.8579,
         -3.5749,
         -2.2374,
         -2.3926,
         -2.4213,
         -1.8940,
         -2.0562,
         -1.8581,
         -1.4707,
         -1.4501,
         -1.3112,
         -1.6695,
         -1.4476,
         -1.2141,
         -1.1551,
         -1.1436,
         -1.0215,
         -1.0025,
         -0.9797,
         -1.2327,
         -0.6673,
         -1.1288,
          3.2785,
         -1.7115,
         -1.3422,
         -1.1159,
         -0.9769,
         -1.0258,
         -0.7753,
         -0.5505,
         -0.6620,
         -0.6240,
          0.8311,
         -0.7667,
         -0.6700,
         -0.6058,
         -0.5863,
         -0.8475,
          0.0000,
          0.1740,
         -0.6206,
          0.2880,
         -0.5983,
          2.4398,
         -1.2734,
         -0.8591,
         -0.6401,
         -1.1205,
          0.0000,
          0.0051,
          0.0471,
         -2.0455,
          0.0000,
          0.0041,
          0.0355,
          0.0645,
          0.1008,
          0.0858,
         -0.5775,
          0.0022,
          0.0083,
          0.0082,
          0.0242,
          0.0509,
          0.0885,
          0.1161,
          0.2058,
          0.2846,
          0.9640,
          2.6045,
          8.1265,
         16.5622,
         15.4389,
         19.1767,
         18.6008,
         22.3433,
         20.8415,
         17.4107,
          6.3861,
         18.2981,
          8.2979,
         12.0504,
         20.9353,
         22.1962,
         21.9302,
         12.2846,
         18.4522,
         15.8952,
         17.9386,
         17.8786,
         13.0243,
         14.6926,
         20.0382,
         18.0613,
         16.2736,
         20.9750,
         14.7512,
         19.5491,
         19.2427,
         17.9377,
          8.2095,
         18.1440,
         11.4945,
          6.2726,
         10.9526,
         20.3533,
         13.5695,
         14.0092,
         18.2563,
         18.0734,
         16.9027,
         19.0972,
         17.7442,
         17.6407,
         13.9627,
         17.0895,
         16.6030,
         18.7358,
         13.2658,
         16.5513,
         16.6460,
         19.7054,
         16.1389,
         12.0914,
         14.2761,
         14.9601,
         11.6199,
         16.2722,
         14.0559,
         17.6492,
         17.2946,
         16.3995,
         14.7198,
         12.4036,
         12.4436,
         11.9045,
         13.6825,
         11.2380,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
